,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_bin,income
3817,-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,12.282111965715732,<1H OCEAN,"(941.0, 1298.0]",2
3818,-118.5,34.2,34.0,1617.0,344.0,938.0,305.0,3.915,12.290877840689351,<1H OCEAN,"(1578.0, 1835.0]",2
3819,-118.48,34.2,12.0,3831.0,1083.0,2258.0,967.0,2.4375,12.450590137999692,<1H OCEAN,"(3485.0, 4651.5]",1
3820,-118.48,34.2,23.0,2850.0,864.0,2249.0,777.0,2.6957,12.16369214550422,<1H OCEAN,"(2462.0, 2876.0]",1
3821,-118.48,34.19,20.0,5699.0,1594.0,3809.0,1381.0,2.8646,12.306374889675654,<1H OCEAN,"(4651.5, 39320.0]",1
3822,-118.48,34.19,36.0,2058.0,423.0,1132.0,423.0,3.8833,12.256770512686108,<1H OCEAN,"(1835.0, 2127.0]",2
3823,-118.47,34.2,25.0,4590.0,1477.0,2723.0,1195.0,2.7118,12.548601503733918,<1H OCEAN,"(3485.0, 4651.5]",1
3824,-118.47,34.19,33.0,3879.0,943.0,2113.0,843.0,3.892,12.587589946944513,<1H OCEAN,"(3485.0, 4651.5]",2
3825,-118.45,34.2,27.0,1572.0,450.0,1039.0,455.0,2.5562,12.157412722878947,<1H OCEAN,"(1298.0, 1578.0]",1
3826,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842,12.349311146362329,<1H OCEAN,"(2462.0, 2876.0]",1
3827,-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,12.233692676364548,<1H OCEAN,"(4651.5, 39320.0]",2
3828,-118.45,34.19,37.0,1073.0,254.0,739.0,253.0,2.4667,12.166296978418426,<1H OCEAN,"(941.0, 1298.0]",1
3829,-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,12.360941638737165,<1H OCEAN,"(4651.5, 39320.0]",1
3830,-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,12.454107814022272,<1H OCEAN,"(1298.0, 1578.0]",3
3831,-118.43,34.2,29.0,3051.0,694.0,1942.0,679.0,3.1118,12.380450232382136,<1H OCEAN,"(2876.0, 3485.0]",2
3832,-118.44,34.2,36.0,2698.0,623.0,1544.0,554.0,2.7375,12.366919427768636,<1H OCEAN,"(2462.0, 2876.0]",1
3833,-118.44,34.2,35.0,1717.0,478.0,1628.0,495.0,2.5197,12.32652323122033,<1H OCEAN,"(1578.0, 1835.0]",1
3834,-118.44,34.2,17.0,2934.0,950.0,2517.0,889.0,2.936,12.356649805075568,<1H OCEAN,"(2876.0, 3485.0]",1
3835,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,12.411056299528171,<1H OCEAN,"(2876.0, 3485.0]",2
3836,-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0,12.403286919899765,<1H OCEAN,"(1298.0, 1578.0]",2
3837,-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,12.280720828886404,<1H OCEAN,"(3485.0, 4651.5]",1
3838,-118.44,34.19,29.0,1599.0,459.0,1143.0,438.0,2.4583,12.201567512641383,<1H OCEAN,"(1578.0, 1835.0]",1
3839,-118.43,34.18,22.0,2052.0,568.0,1254.0,572.0,2.6364,12.510246724155719,<1H OCEAN,"(1835.0, 2127.0]",1
3840,-118.44,34.18,36.0,2077.0,496.0,1206.0,528.0,2.2326,12.30592250537653,<1H OCEAN,"(1835.0, 2127.0]",1
3841,-118.44,34.19,11.0,2891.0,951.0,2166.0,768.0,2.891,12.090106084085123,<1H OCEAN,"(2876.0, 3485.0]",1
3842,-118.44,34.18,17.0,1546.0,592.0,2423.0,556.0,2.1977,11.946012225174645,<1H OCEAN,"(1298.0, 1578.0]",1
3843,-118.45,34.19,11.0,2479.0,900.0,2466.0,855.0,2.2264,12.107913912447533,<1H OCEAN,"(2462.0, 2876.0]",1
3844,-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,11.972253562968545,<1H OCEAN,"(2462.0, 2876.0]",1
3845,-118.46,34.18,27.0,2582.0,719.0,2038.0,718.0,3.0877,12.067965083912192,<1H OCEAN,"(2462.0, 2876.0]",2
3846,-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,12.323860125621126,<1H OCEAN,"(941.0, 1298.0]",2
3847,-118.45,34.18,39.0,1810.0,388.0,839.0,380.0,3.7171,12.3406079091076,<1H OCEAN,"(1578.0, 1835.0]",2
3848,-118.45,34.18,34.0,1843.0,442.0,861.0,417.0,3.6875,12.414715569074824,<1H OCEAN,"(1835.0, 2127.0]",2
3849,-118.46,34.18,33.0,1791.0,386.0,844.0,397.0,4.5081,12.434804552855114,<1H OCEAN,"(1578.0, 1835.0]",2
3850,-118.46,34.18,35.0,1819.0,465.0,1336.0,419.0,3.4583,12.441938918691436,<1H OCEAN,"(1578.0, 1835.0]",2
3851,-118.44,34.18,35.0,972.0,270.0,550.0,256.0,2.2461,12.278397958261774,<1H OCEAN,"(941.0, 1298.0]",1
3852,-118.44,34.17,25.0,4966.0,1134.0,1941.0,958.0,3.8081,12.566195139831894,<1H OCEAN,"(4651.5, 39320.0]",2
3853,-118.45,34.18,33.0,2077.0,486.0,1021.0,450.0,3.6019,12.323860125621126,<1H OCEAN,"(1835.0, 2127.0]",2
3854,-118.43,34.18,25.0,3830.0,1105.0,2328.0,1017.0,2.6238,12.25486757159303,<1H OCEAN,"(3485.0, 4651.5]",1
3855,-118.44,34.18,33.0,2127.0,414.0,1056.0,391.0,4.375,12.564100174313463,<1H OCEAN,"(1835.0, 2127.0]",2
3856,-118.43,34.17,33.0,1679.0,404.0,933.0,412.0,2.6979,12.491255347155265,<1H OCEAN,"(1578.0, 1835.0]",1
3857,-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,4.4464,12.774509413971375,<1H OCEAN,"(2127.0, 2462.0]",2
3858,-118.43,34.17,42.0,777.0,102.0,284.0,113.0,11.2093,13.122367377396328,<1H OCEAN,"(1.999, 941.0]",4
3859,-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,12.54040330489666,<1H OCEAN,"(2462.0, 2876.0]",2
3860,-118.43,34.16,34.0,2622.0,467.0,1233.0,476.0,4.0474,12.847139379874577,<1H OCEAN,"(2462.0, 2876.0]",2
3861,-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218,12.7022951610422,<1H OCEAN,"(2876.0, 3485.0]",2
3862,-118.44,34.16,33.0,1616.0,322.0,580.0,311.0,4.0391,12.729323752253295,<1H OCEAN,"(1578.0, 1835.0]",2
3863,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,12.515764466616417,<1H OCEAN,"(4651.5, 39320.0]",2
3864,-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386,12.532858837800037,<1H OCEAN,"(2127.0, 2462.0]",2
3865,-118.45,34.17,33.0,3100.0,687.0,1388.0,658.0,4.3333,12.473428278520133,<1H OCEAN,"(2876.0, 3485.0]",2
3866,-118.46,34.17,24.0,2814.0,675.0,1463.0,620.0,4.1875,12.64207019177495,<1H OCEAN,"(2462.0, 2876.0]",2
3867,-118.46,34.17,22.0,6707.0,1737.0,2620.0,1610.0,3.1478,12.519791548657462,<1H OCEAN,"(4651.5, 39320.0]",2
3868,-118.45,34.16,33.0,2544.0,500.0,1035.0,492.0,4.475,12.659695972140415,<1H OCEAN,"(2462.0, 2876.0]",2
3869,-118.46,34.16,28.0,2795.0,622.0,1173.0,545.0,4.4423,12.543976000470021,<1H OCEAN,"(2462.0, 2876.0]",2
3870,-118.46,34.16,26.0,2548.0,647.0,1098.0,540.0,4.3839,12.608536587975873,<1H OCEAN,"(2462.0, 2876.0]",2
3871,-118.54,34.21,22.0,6064.0,1826.0,4876.0,1697.0,2.875,12.333150131430498,<1H OCEAN,"(4651.5, 39320.0]",1
3872,-118.54,34.21,32.0,2593.0,566.0,1596.0,547.0,3.9886,12.202069644200355,<1H OCEAN,"(2462.0, 2876.0]",2
3873,-118.54,34.22,35.0,1664.0,300.0,1000.0,309.0,4.6731,12.319852122072682,<1H OCEAN,"(1578.0, 1835.0]",2
3874,-118.54,34.2,37.0,1600.0,349.0,1012.0,366.0,4.1597,12.214045775484509,<1H OCEAN,"(1578.0, 1835.0]",2
3875,-118.54,34.19,33.0,2205.0,453.0,1242.0,419.0,4.1319,12.224408511383015,<1H OCEAN,"(2127.0, 2462.0]",2
3876,-118.51,34.22,36.0,2794.0,523.0,1334.0,472.0,4.3462,12.310887512348744,<1H OCEAN,"(2462.0, 2876.0]",2
3877,-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643,12.37201495855807,<1H OCEAN,"(941.0, 1298.0]",2
3878,-118.5,34.21,36.0,1656.0,310.0,817.0,308.0,5.5675,12.282575248266141,<1H OCEAN,"(1578.0, 1835.0]",2
3879,-118.51,34.22,36.0,1952.0,387.0,1156.0,392.0,4.185,12.251050791276203,<1H OCEAN,"(1835.0, 2127.0]",2
3880,-118.51,34.21,36.0,2396.0,421.0,1064.0,398.0,4.7,12.317618492524995,<1H OCEAN,"(2127.0, 2462.0]",2
3881,-118.51,34.22,36.0,1493.0,285.0,766.0,272.0,4.8646,12.269990661694345,<1H OCEAN,"(1298.0, 1578.0]",2
3882,-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,12.182809136284991,<1H OCEAN,"(941.0, 1298.0]",2
3883,-118.52,34.22,35.0,1620.0,272.0,1052.0,248.0,5.5209,12.222442918443495,<1H OCEAN,"(1578.0, 1835.0]",2
3884,-118.52,34.21,36.0,2394.0,424.0,1490.0,427.0,4.3261,12.239028583587523,<1H OCEAN,"(2127.0, 2462.0]",2
3885,-118.52,34.21,34.0,1663.0,299.0,762.0,282.0,5.1265,12.259618151783465,<1H OCEAN,"(1578.0, 1835.0]",2
3886,-118.53,34.22,29.0,4101.0,849.0,2630.0,867.0,4.6607,12.20507715018907,<1H OCEAN,"(3485.0, 4651.5]",2
3887,-118.53,34.21,18.0,3124.0,796.0,1855.0,725.0,2.9389,12.269990661694345,<1H OCEAN,"(2876.0, 3485.0]",1
3888,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,12.414715569074824,<1H OCEAN,"(2462.0, 2876.0]",2
3889,-118.56,34.22,35.0,1843.0,329.0,1041.0,317.0,4.4271,12.23125781971899,<1H OCEAN,"(1835.0, 2127.0]",2
3890,-118.56,34.21,36.0,1286.0,242.0,788.0,248.0,3.5333,12.189948344888194,<1H OCEAN,"(941.0, 1298.0]",2
3891,-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194,12.190964083849375,<1H OCEAN,"(1578.0, 1835.0]",2
3892,-118.55,34.21,33.0,3910.0,838.0,2097.0,810.0,3.8247,12.248657884620656,<1H OCEAN,"(3485.0, 4651.5]",2
3893,-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,12.153731433847984,<1H OCEAN,"(4651.5, 39320.0]",2
3894,-118.52,34.2,35.0,2891.0,594.0,1757.0,581.0,4.3571,12.20507715018907,<1H OCEAN,"(2876.0, 3485.0]",2
3895,-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,3.225,12.232232473915767,<1H OCEAN,"(2876.0, 3485.0]",2
3896,-118.5,34.21,35.0,1668.0,332.0,807.0,311.0,4.5125,12.20757651415268,<1H OCEAN,"(1578.0, 1835.0]",2
3897,-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,12.250094315624496,<1H OCEAN,"(1578.0, 1835.0]",2
3898,-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924,12.14632794896594,<1H OCEAN,"(1835.0, 2127.0]",2
3899,-118.52,34.21,36.0,1328.0,287.0,823.0,273.0,4.5648,12.174071012004374,<1H OCEAN,"(1298.0, 1578.0]",2
3900,-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,12.224899306530068,<1H OCEAN,"(1298.0, 1578.0]",1
3901,-118.51,34.2,33.0,2327.0,479.0,1166.0,472.0,4.2344,12.47801017053037,<1H OCEAN,"(2127.0, 2462.0]",2
3902,-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049,12.334909912967877,<1H OCEAN,"(2462.0, 2876.0]",2
3903,-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028,12.342354626814949,<1H OCEAN,"(2462.0, 2876.0]",2
3904,-118.51,34.19,38.0,2182.0,409.0,1141.0,379.0,4.2865,12.306374889675654,<1H OCEAN,"(2127.0, 2462.0]",2
3905,-118.5,34.2,18.0,4249.0,933.0,2047.0,909.0,4.1304,12.341918233338216,<1H OCEAN,"(3485.0, 4651.5]",2
3906,-118.5,34.19,35.0,2720.0,490.0,1158.0,445.0,5.0796,12.338420212709783,<1H OCEAN,"(2462.0, 2876.0]",2
3907,-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0,12.3225259085418,<1H OCEAN,"(2127.0, 2462.0]",2
3908,-118.52,34.2,19.0,4315.0,1304.0,2490.0,1222.0,2.6437,12.180759965737863,<1H OCEAN,"(3485.0, 4651.5]",1
3909,-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102,12.241444615610645,<1H OCEAN,"(1578.0, 1835.0]",2
3910,-118.53,34.2,26.0,2221.0,662.0,1998.0,603.0,2.8701,12.160557363077048,<1H OCEAN,"(2127.0, 2462.0]",1
3911,-118.55,34.2,21.0,2549.0,651.0,1624.0,628.0,3.6905,12.099605962739451,<1H OCEAN,"(2462.0, 2876.0]",2
3912,-118.55,34.19,18.0,5862.0,1240.5,3161.0,1280.0,3.1106,12.04708277568725,<1H OCEAN,"(4651.5, 39320.0]",2
3913,-118.55,34.2,31.0,1963.0,420.0,1494.0,415.0,3.5313,12.263402433573614,<1H OCEAN,"(1835.0, 2127.0]",2
3914,-118.52,34.19,42.0,881.0,170.0,464.0,163.0,2.9511,12.225389860915405,<1H OCEAN,"(1.999, 941.0]",1
3915,-118.52,34.19,37.0,1560.0,275.0,763.0,284.0,3.8516,12.239995696974733,<1H OCEAN,"(1298.0, 1578.0]",2
3916,-118.52,34.19,37.0,1892.0,347.0,1039.0,343.0,4.8295,12.26481785529885,<1H OCEAN,"(1835.0, 2127.0]",2
3917,-118.53,34.19,32.0,2618.0,692.0,1961.0,633.0,2.625,12.166817131771358,<1H OCEAN,"(2462.0, 2876.0]",1
3918,-118.52,34.18,34.0,2307.0,388.0,1168.0,427.0,4.2143,12.41064888623027,<1H OCEAN,"(2127.0, 2462.0]",2
3919,-118.53,34.18,26.0,4175.0,885.0,2118.0,778.0,4.2083,12.389647583180738,<1H OCEAN,"(3485.0, 4651.5]",2
3920,-118.56,34.2,36.0,1544.0,308.0,891.0,286.0,4.175,12.159510248044802,<1H OCEAN,"(1298.0, 1578.0]",2
3921,-118.56,34.2,35.0,2273.0,461.0,1431.0,403.0,4.0789,12.189440088248315,<1H OCEAN,"(2127.0, 2462.0]",2
3922,-118.56,34.19,35.0,782.0,144.0,425.0,140.0,5.4548,12.21305322449757,<1H OCEAN,"(1.999, 941.0]",2
3923,-118.56,34.19,34.0,1237.0,242.0,671.0,221.0,3.9615,12.120520203776788,<1H OCEAN,"(941.0, 1298.0]",2
3924,-118.56,34.19,34.0,2579.0,561.0,1237.0,517.0,4.433,12.36777048802826,<1H OCEAN,"(2462.0, 2876.0]",2
3925,-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,12.433212202169729,<1H OCEAN,"(1298.0, 1578.0]",2
3926,-118.54,34.19,22.0,3380.0,790.0,2199.0,737.0,2.5739,12.385059481651881,<1H OCEAN,"(2876.0, 3485.0]",1
3927,-118.54,34.18,25.0,1938.0,457.0,1280.0,425.0,3.9632,12.389647583180738,<1H OCEAN,"(1835.0, 2127.0]",2
3928,-118.55,34.19,36.0,978.0,170.0,475.0,192.0,4.675,12.312686874960354,<1H OCEAN,"(941.0, 1298.0]",2
3929,-118.55,34.19,31.0,1856.0,370.0,990.0,360.0,4.3654,12.318512543125225,<1H OCEAN,"(1835.0, 2127.0]",2
3930,-118.58,34.21,24.0,2642.0,696.0,1649.0,633.0,3.0187,12.290877840689351,<1H OCEAN,"(2462.0, 2876.0]",2
3931,-118.59,34.21,26.0,2335.0,669.0,1986.0,645.0,2.9974,12.094028734547074,<1H OCEAN,"(2127.0, 2462.0]",1
3932,-118.59,34.2,18.0,847.0,185.0,733.0,178.0,5.2149,12.215532757235666,<1H OCEAN,"(1.999, 941.0]",2
3933,-118.58,34.2,37.0,1389.0,252.0,826.0,249.0,5.015,12.305469916333227,<1H OCEAN,"(1298.0, 1578.0]",2
3934,-118.57,34.22,27.0,2795.0,606.0,1702.0,586.0,3.7798,12.462267920852137,<1H OCEAN,"(2462.0, 2876.0]",2
3935,-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,5.8798,12.508031074119511,<1H OCEAN,"(4651.5, 39320.0]",2
3936,-118.57,34.22,17.0,3262.0,753.0,1879.0,708.0,4.1359,12.449806748940393,<1H OCEAN,"(2876.0, 3485.0]",2
3937,-118.58,34.21,13.0,6227.0,1317.0,3739.0,1226.0,4.0313,12.60920503496451,<1H OCEAN,"(4651.5, 39320.0]",2
3938,-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,12.337982098521458,<1H OCEAN,"(2462.0, 2876.0]",2
3939,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,12.432813717998226,<1H OCEAN,"(2127.0, 2462.0]",2
3940,-118.59,34.21,34.0,1943.0,320.0,895.0,305.0,5.0462,12.33578864378571,<1H OCEAN,"(1835.0, 2127.0]",2
3941,-118.59,34.21,34.0,2389.0,521.0,1560.0,514.0,4.8333,12.325636317135203,<1H OCEAN,"(2127.0, 2462.0]",2
3942,-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,12.334909912967877,<1H OCEAN,"(4651.5, 39320.0]",1
3943,-118.61,34.21,34.0,3494.0,557.0,1861.0,576.0,5.6407,12.435202244657168,<1H OCEAN,"(3485.0, 4651.5]",2
3944,-118.62,34.22,33.0,1636.0,275.0,866.0,289.0,5.6356,12.39380039582335,<1H OCEAN,"(1578.0, 1835.0]",2
3945,-118.62,34.21,26.0,3234.0,517.0,1597.0,513.0,6.1074,12.463041612288443,<1H OCEAN,"(2876.0, 3485.0]",3
3946,-118.62,34.22,34.0,2633.0,471.0,1313.0,428.0,4.0909,12.358368749551493,<1H OCEAN,"(2462.0, 2876.0]",2
3947,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,12.103491596905931,<1H OCEAN,"(941.0, 1298.0]",2
3948,-118.61,34.2,16.0,1718.0,467.0,896.0,475.0,3.6296,11.98854454800156,<1H OCEAN,"(1578.0, 1835.0]",2
3949,-118.61,34.21,33.0,2609.0,431.0,1208.0,406.0,5.4527,12.333150131430498,<1H OCEAN,"(2462.0, 2876.0]",2
3950,-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613,12.370743507958519,<1H OCEAN,"(2876.0, 3485.0]",2
3951,-118.63,34.21,31.0,3952.0,647.0,1762.0,588.0,5.5709,12.408200914579284,<1H OCEAN,"(3485.0, 4651.5]",2
3952,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,12.873904582205107,<1H OCEAN,"(3485.0, 4651.5]",3
3953,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465,13.122367377396328,<1H OCEAN,"(4651.5, 39320.0]",4
3954,-118.65,34.2,23.0,7480.0,1084.0,3037.0,1058.0,6.9223,12.731986861792581,<1H OCEAN,"(4651.5, 39320.0]",3
3955,-118.62,34.2,32.0,3233.0,553.0,1678.0,545.0,5.0025,12.366919427768636,<1H OCEAN,"(2876.0, 3485.0]",2
3956,-118.63,34.2,19.0,7411.0,1045.0,2814.0,950.0,6.7785,12.72516698901374,<1H OCEAN,"(4651.5, 39320.0]",3
3957,-118.59,34.21,17.0,2737.0,868.0,2924.0,785.0,2.5797,12.119975396053194,<1H OCEAN,"(2462.0, 2876.0]",1
3958,-118.59,34.2,21.0,1789.0,353.0,2300.0,677.0,2.754,12.099605962739451,<1H OCEAN,"(1578.0, 1835.0]",1
3959,-118.6,34.2,10.0,2869.0,941.0,2162.0,829.0,3.2297,11.918397239722838,<1H OCEAN,"(2462.0, 2876.0]",2
3960,-118.6,34.21,19.0,2581.0,857.0,2004.0,784.0,2.6159,12.11341444611523,<1H OCEAN,"(2462.0, 2876.0]",1
3961,-118.56,34.2,35.0,1770.0,362.0,1083.0,355.0,5.0483,12.30592250537653,<1H OCEAN,"(1578.0, 1835.0]",2
3962,-118.57,34.21,36.0,878.0,167.0,499.0,179.0,4.1181,12.15688765342645,<1H OCEAN,"(1.999, 941.0]",2
3963,-118.57,34.2,18.0,7157.0,1869.0,4642.0,1699.0,3.1818,12.245298166364206,<1H OCEAN,"(4651.5, 39320.0]",2
3964,-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5,12.318065617740915,<1H OCEAN,"(2876.0, 3485.0]",2
3965,-118.56,34.19,36.0,2600.0,441.0,1246.0,426.0,4.1111,12.281184756225146,<1H OCEAN,"(2462.0, 2876.0]",2
3966,-118.57,34.2,36.0,2559.0,469.0,1358.0,445.0,4.5568,12.213549623135716,<1H OCEAN,"(2462.0, 2876.0]",2
3967,-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,12.251050791276203,<1H OCEAN,"(1578.0, 1835.0]",2
3968,-118.58,34.2,35.0,1558.0,267.0,793.0,249.0,5.1463,12.302296044586472,<1H OCEAN,"(1298.0, 1578.0]",2
3969,-118.58,34.2,35.0,1323.0,228.0,756.0,216.0,4.233,12.307279044781756,<1H OCEAN,"(1298.0, 1578.0]",2
3970,-118.56,34.19,34.0,2185.0,372.0,986.0,347.0,4.8125,12.493883459694384,<1H OCEAN,"(2127.0, 2462.0]",2
3971,-118.58,34.19,35.0,2329.0,399.0,966.0,336.0,3.8839,12.323415584358154,<1H OCEAN,"(2127.0, 2462.0]",2
3972,-118.58,34.19,27.0,4286.0,1071.0,2863.0,1033.0,3.3125,12.314034275355535,<1H OCEAN,"(3485.0, 4651.5]",2
3973,-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85,12.141539457711714,<1H OCEAN,"(2876.0, 3485.0]",1
3974,-118.58,34.18,28.0,908.0,142.0,368.0,143.0,5.6159,12.738173341424954,<1H OCEAN,"(1.999, 941.0]",2
3975,-118.62,34.2,29.0,2421.0,402.0,1120.0,388.0,5.0309,12.408200914579284,<1H OCEAN,"(2127.0, 2462.0]",2
3976,-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,12.716201026278735,<1H OCEAN,"(2876.0, 3485.0]",3
3977,-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,12.496504683358769,<1H OCEAN,"(1835.0, 2127.0]",2
3978,-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191,12.412277544454046,<1H OCEAN,"(1578.0, 1835.0]",2
3979,-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154,12.414715569074824,<1H OCEAN,"(3485.0, 4651.5]",2
3980,-118.61,34.19,34.0,703.0,127.0,369.0,127.0,4.3125,12.255343646460032,<1H OCEAN,"(1.999, 941.0]",2
3981,-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,12.273268570141383,<1H OCEAN,"(4651.5, 39320.0]",1
3982,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,12.466901115884776,<1H OCEAN,"(3485.0, 4651.5]",2
3983,-118.63,34.18,32.0,1646.0,242.0,697.0,233.0,6.6689,12.978495316450783,<1H OCEAN,"(1578.0, 1835.0]",3
3984,-118.64,34.19,30.0,2399.0,373.0,1062.0,377.0,6.0094,12.411463546908074,<1H OCEAN,"(2127.0, 2462.0]",3
3985,-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,12.422799654798252,<1H OCEAN,"(2876.0, 3485.0]",2
3986,-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641,12.481432864791325,<1H OCEAN,"(3485.0, 4651.5]",2
3987,-118.64,34.19,28.0,3274.0,571.0,1424.0,521.0,4.4167,12.418361497172986,<1H OCEAN,"(2876.0, 3485.0]",2
3988,-118.65,34.18,27.0,1793.0,339.0,1016.0,326.0,4.925,12.389647583180738,<1H OCEAN,"(1578.0, 1835.0]",2
3989,-118.65,34.19,27.0,2772.0,511.0,1346.0,497.0,5.2016,12.400820837540556,<1H OCEAN,"(2462.0, 2876.0]",2
3990,-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642,12.834417270098413,<1H OCEAN,"(4651.5, 39320.0]",3
3991,-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798,12.731395672272523,<1H OCEAN,"(4651.5, 39320.0]",2
3992,-118.64,34.17,26.0,6767.0,903.0,2574.0,883.0,7.7846,12.921472880009725,<1H OCEAN,"(4651.5, 39320.0]",3
3993,-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304,12.994077630861014,<1H OCEAN,"(2876.0, 3485.0]",3
3994,-118.57,34.17,35.0,2072.0,318.0,908.0,342.0,6.0928,12.698635515785552,<1H OCEAN,"(1835.0, 2127.0]",3
3995,-118.58,34.17,29.0,3393.0,574.0,1471.0,587.0,6.2064,12.721590244743798,<1H OCEAN,"(2876.0, 3485.0]",3
3996,-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,12.510984184596735,<1H OCEAN,"(4651.5, 39320.0]",2
3997,-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,12.70351207261035,<1H OCEAN,"(4651.5, 39320.0]",2
3998,-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404,12.47915237076039,<1H OCEAN,"(1298.0, 1578.0]",2
3999,-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482,12.638831857462883,<1H OCEAN,"(2876.0, 3485.0]",3
4000,-118.63,34.18,33.0,5252.0,760.0,2041.0,730.0,6.7977,12.873135057399978,<1H OCEAN,"(4651.5, 39320.0]",3
4001,-118.65,34.18,26.0,4607.0,656.0,1769.0,643.0,7.4918,12.814753389808173,<1H OCEAN,"(3485.0, 4651.5]",3
4002,-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912,12.945628585536271,<1H OCEAN,"(4651.5, 39320.0]",3
4003,-118.61,34.17,31.0,1689.0,362.0,705.0,360.0,4.0,12.537176929007302,<1H OCEAN,"(1578.0, 1835.0]",2
4004,-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,12.673262946075276,<1H OCEAN,"(3485.0, 4651.5]",2
4005,-118.61,34.16,29.0,4364.0,647.0,1550.0,624.0,6.8107,12.814209173588527,<1H OCEAN,"(3485.0, 4651.5]",3
4006,-118.63,34.16,33.0,2896.0,455.0,1116.0,411.0,6.0192,12.759098194034383,<1H OCEAN,"(2876.0, 3485.0]",3
4007,-118.63,34.16,30.0,3346.0,487.0,1296.0,495.0,7.457,12.880803787035994,<1H OCEAN,"(2876.0, 3485.0]",3
4008,-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814,12.923670946108873,<1H OCEAN,"(4651.5, 39320.0]",3
4009,-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875,13.122367377396328,<1H OCEAN,"(1835.0, 2127.0]",2
4010,-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327,13.122367377396328,<1H OCEAN,"(4651.5, 39320.0]",2
